title,platform,date,user_score,link,developers,genres
Super Smash Bros. for Nintendo 3DS,3DS,3-Oct-14,8.5,/game/3ds/super-smash-bros-for-nintendo-3ds,['Bandai Namco Games'],"['Fighting', '3D', '2D', 'Action', 'Fighting', '2D', '3D']"
Hyrule Warriors,WIIU,26-Sep-14,8.3,/game/wii-u/hyrule-warriors,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Bayonetta 2,WIIU,20-Sep-14,8.9,/game/wii-u/bayonetta-2,['PlatinumGames'],"['Action Adventure', 'Fantasy', 'Fantasy', 'Linear']"
Professor Layton VS Phoenix Wright Ace Attorney,3DS,29-Aug-14,8.2,/game/3ds/professor-layton-vs-phoenix-wright-ace-attorney,['Level 5'],"['General', 'Puzzle', 'Miscellaneous', 'Puzzle', 'General']"
Dedede's Drum Dash Deluxe,3DS,29-Aug-14,7,/game/3ds/dededes-drum-dash-deluxe,['HAL Labs'],"['Action', 'Miscellaneous', 'Rhythm', 'Music']"
Kirby Fighters Deluxe,3DS,29-Aug-14,6.8,/game/3ds/kirby-fighters-deluxe,['HAL Labs'],"['Action', 'Fighting', '2D']"
The Mysterious Murasame Castle,3DS,7-Aug-14,,/game/3ds/the-mysterious-murasame-castle,['Nintendo'],"['Action', 'General']"
Pushmo World,WIIU,19-Jun-14,8,/game/wii-u/pushmo-world,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Action', 'Logic']"
Inazuma Eleven Go: Shadow,3DS,13-Jun-14,7.1,/game/3ds/inazuma-eleven-go-shadow,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Inazuma Eleven Go: Light,3DS,13-Jun-14,7.6,/game/3ds/inazuma-eleven-go-light,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Tomodachi Life,3DS,6-Jun-14,7.7,/game/3ds/tomodachi-life,['Nintendo'],"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']"
Mario Kart 8,WIIU,30-May-14,8.8,/game/wii-u/mario-kart-8,['Nintendo'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
Photos with Mario,3DS,18-May-14,7,/game/3ds/photos-with-mario,['Nintendo'],"['Miscellaneous', 'General']"
Kirby: Triple Deluxe,3DS,2-May-14,8.6,/game/3ds/kirby-triple-deluxe,['HAL Labs'],"['General', 'General', 'Action', 'Platformer', '2D']"
Mario Golf: World Tour,3DS,2-May-14,8.1,/game/3ds/mario-golf-world-tour,['Camelot Software Planning'],"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Arcade']"
NES Remix 2,WIIU,25-Apr-14,8,/game/wii-u/nes-remix-2,['indieszero'],"['Miscellaneous', 'General']"
Nintendo Pocket Football Club,3DS,17-Apr-14,7.4,/game/3ds/nintendo-pocket-football-club,['ParityBit'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Disney Magical World,3DS,11-Apr-14,7.4,/game/3ds/disney-magical-world,['h.a.n.d. Inc.'],"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']"
Rusty's Real Deal Baseball,3DS,3-Apr-14,7.7,/game/3ds/rustys-real-deal-baseball,['Nintendo'],"['Action', 'General']"
Pokemon Battle Trozei,3DS,20-Mar-14,7.3,/game/3ds/pokemon-battle-trozei,['Genius Sonority Inc.'],"['Miscellaneous', 'Puzzle', 'Matching']"
Yoshi's New Island,3DS,14-Mar-14,6.2,/game/3ds/yoshis-new-island,['Arzest'],"['Action', 'Platformer', '2D']"
Professor Layton and the Azran Legacy,3DS,28-Feb-14,8.1,/game/3ds/professor-layton-and-the-azran-legacy,['Level 5'],"['General', 'Logic', 'Puzzle', 'Miscellaneous', 'Puzzle', 'General']"
Donkey Kong Country: Tropical Freeze,WIIU,21-Feb-14,8.9,/game/wii-u/donkey-kong-country-tropical-freeze,['Retro Studios'],"['Platformer', '2D', 'Action', 'Platformer', '2D']"
Inazuma Eleven 3: Team Ogre Attacks!,3DS,14-Feb-14,7.3,/game/3ds/inazuma-eleven-3-team-ogre-attacks!,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Steel Diver: Sub Wars,3DS,13-Feb-14,7.6,/game/3ds/steel-diver-sub-wars,['Nintendo'],"['Simulation', 'Submarine', 'Marine', 'Combat']"
Bravely Default,3DS,7-Feb-14,8.4,/game/3ds/bravely-default,['Silicon Studio'],"['Console-style RPG', 'Role-Playing', 'Console-style RPG', 'Japanese-Style']"
Poke Transporter,3DS,5-Feb-14,,/game/3ds/poke-transporter,['Game Freak'],"['Miscellaneous', 'General', 'Application']"
Pokemon Bank,3DS,5-Feb-14,6.5,/game/3ds/pokemon-bank,['Game Freak'],"['Miscellaneous', 'General']"
Chibi-Robo! Photo Finder,3DS,9-Jan-14,7.7,/game/3ds/chibi-robo!-photo-finder,['Skip Ltd.'],"['Action', 'Action Adventure', 'General', 'Fantasy']"
Dr. Luigi,WIIU,31-Dec-13,7.2,/game/wii-u/dr-luigi,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Stacking']"
NES Remix,WIIU,18-Dec-13,7.2,/game/wii-u/nes-remix,['indieszero'],"['Miscellaneous', 'General']"
Nintendo 3DS Guide: Louvre,3DS,2-Dec-13,,/game/3ds/nintendo-3ds-guide-louvre,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Mario Party: Island Tour,3DS,22-Nov-13,6,/game/3ds/mario-party-island-tour,"['Nintendo', ' Nd Cube']","['Party', 'Miscellaneous', 'Party', 'Party / Minigame']"
The Legend of Zelda: A Link Between Worlds,3DS,22-Nov-13,9,/game/3ds/the-legend-of-zelda-a-link-between-worlds,['Nintendo'],"['Action RPG', 'Role-Playing', 'Action Adventure', 'General', 'Action RPG', 'Open-World']"
Super Mario 3D World,WIIU,22-Nov-13,8.9,/game/wii-u/super-mario-3d-world,['Nintendo'],"['Platformer', '3D', 'Action', 'Platformer', '3D']"
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WIIU,15-Nov-13,6.2,/game/wii-u/mario-sonic-at-the-sochi-2014-olympic-winter-games,"['Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
Wii Sports Club,WIIU,7-Nov-13,7,/game/wii-u/wii-sports-club,['Nintendo'],"['Sports', 'General', 'General']"
Wii Fit U,WIIU,1-Nov-13,7.7,/game/wii-u/wii-fit-u,['Nintendo'],"['Sports', 'Miscellaneous', 'General', 'Exercise / Fitness']"
New Super Mario Bros. U + New Super Luigi U,WIIU,1-Nov-13,8.7,/game/wii-u/new-super-mario-bros-u-+-new-super-luigi-u,['Nintendo'],"['Action', 'Platformer', '2D']"
Wii Party U,WIIU,25-Oct-13,7,/game/wii-u/wii-party-u,['Nd Cube'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Pokemon X,3DS,12-Oct-13,7.5,/game/3ds/pokemon-x,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Pokemon Y,3DS,12-Oct-13,7.5,/game/3ds/pokemon-y,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Inazuma Eleven 3: Lightning Bolt,3DS,27-Sep-13,7.2,/game/3ds/inazuma-eleven-3-lightning-bolt,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Inazuma Eleven 3: Bomb Blast,3DS,27-Sep-13,7.8,/game/3ds/inazuma-eleven-3-bomb-blast,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
The Legend of Zelda: The Wind Waker HD,WIIU,20-Sep-13,9,/game/wii-u/the-legend-of-zelda-the-wind-waker-hd,"['Nintendo', ' HexaDrive']","['Action Adventure', 'Fantasy', 'Fantasy', 'Open-World']"
The Wonderful 101,WIIU,15-Sep-13,8.6,/game/wii-u/the-wonderful-101,['PlatinumGames'],"['Action', 'General', 'General']"
Pokemon Rumble U,WIIU,29-Aug-13,5.2,/game/wii-u/pokemon-rumble-u,['Ambrella'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
Mario & Luigi: Dream Team,3DS,11-Aug-13,8.2,/game/3ds/mario-luigi-dream-team,['Alphadream Corporation'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Art Academy: SketchPad,WIIU,9-Aug-13,6.4,/game/wii-u/art-academy-sketchpad,['Headstrong Games'],"['Miscellaneous', 'General', 'General', 'Application']"
Animal Crossing Plaza,WIIU,7-Aug-13,5.2,/game/wii-u/animal-crossing-plaza,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
Pikmin 3,WIIU,4-Aug-13,8.7,/game/wii-u/pikmin-3,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy', 'General', 'Fantasy']"
Game & Wario,WIIU,23-Jun-13,6.5,/game/wii-u/game-wario,['Intelligent Systems'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
New Super Luigi U,WIIU,20-Jun-13,8,/game/wii-u/new-super-luigi-u,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Animal Crossing: New Leaf,3DS,9-Jun-13,8.7,/game/3ds/animal-crossing-new-leaf,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
Donkey Kong Country Returns 3D,3DS,24-May-13,8.2,/game/3ds/donkey-kong-country-returns-3d,['Monster Games Inc.'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
Fire Emblem: Awakening - The Future Past 3,3DS,23-May-13,,/game/3ds/fire-emblem-awakening---the-future-past-3,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Apotheosis,3DS,23-May-13,7.5,/game/3ds/fire-emblem-awakening---apotheosis,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - The Future Past 2,3DS,16-May-13,,/game/3ds/fire-emblem-awakening---the-future-past-2,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Mario and Donkey Kong: Minis on the Move,3DS,9-May-13,7.3,/game/3ds/mario-and-donkey-kong-minis-on-the-move,['Nintendo'],"['Puzzle', 'Action', 'Platformer', 'Platformer', '3D', '3D']"
Fire Emblem: Awakening - The Future Past 1,3DS,9-May-13,,/game/3ds/fire-emblem-awakening---the-future-past-1,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Hot Spring Scramble,3DS,9-May-13,,/game/3ds/fire-emblem-awakening---hot-spring-scramble,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Summer Scramble,3DS,2-May-13,,/game/3ds/fire-emblem-awakening---summer-scramble,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Wii U Panorama View,WIIU,26-Apr-13,5.4,/game/wii-u/wii-u-panorama-view,['Nintendo'],"['Miscellaneous', 'General', 'General']"
Fire Emblem: Awakening - The Radiant Hero,3DS,25-Apr-13,,/game/3ds/fire-emblem-awakening---the-radiant-hero,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Harvest Scramble,3DS,25-Apr-13,,/game/3ds/fire-emblem-awakening---harvest-scramble,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Roster Rescue,3DS,25-Apr-13,,/game/3ds/fire-emblem-awakening---roster-rescue,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
LEGO City Undercover: The Chase Begins,3DS,21-Apr-13,6.6,/game/3ds/lego-city-undercover-the-chase-begins,"[""Traveller's Tales""]","['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
Fire Emblem: Awakening - Five-Anna Firefight,3DS,18-Apr-13,,/game/3ds/fire-emblem-awakening---five-anna-firefight,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Dillon's Rolling Western: The Last Ranger,3DS,11-Apr-13,7,/game/3ds/dillons-rolling-western-the-last-ranger,['Vanpool'],"['Action', 'General', 'General']"
Fire Emblem: Awakening - Rogues and Redeemers 3,3DS,11-Apr-13,,/game/3ds/fire-emblem-awakening---rogues-and-redeemers-3,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - The Wellspring of Truth,3DS,11-Apr-13,7,/game/3ds/fire-emblem-awakening---the-wellspring-of-truth,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Death's Embrace,3DS,11-Apr-13,,/game/3ds/fire-emblem-awakening---deaths-embrace,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Rogues and Redeemers 2,3DS,4-Apr-13,,/game/3ds/fire-emblem-awakening---rogues-and-redeemers-2,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
HarmoKnight,3DS,28-Mar-13,7.5,/game/3ds/harmoknight,['Game Freak'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Fire Emblem: Awakening - Ghost of Blade,3DS,28-Mar-13,,/game/3ds/fire-emblem-awakening---ghost-of-blade,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Rogues and Redeemers 1,3DS,28-Mar-13,,/game/3ds/fire-emblem-awakening---rogues-and-redeemers-1,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Smash Brethren 3,3DS,28-Mar-13,,/game/3ds/fire-emblem-awakening---smash-brethren-3,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Luigi's Mansion: Dark Moon,3DS,24-Mar-13,8.5,/game/3ds/luigis-mansion-dark-moon,['Next Level Games'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
Pokemon Mystery Dungeon: Gates to Infinity,3DS,24-Mar-13,6.3,/game/3ds/pokemon-mystery-dungeon-gates-to-infinity,"['Nintendo', ' Spike Chunsoft']","['General', 'Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
Fire Emblem: Awakening - Smash Brethren 2,3DS,21-Mar-13,,/game/3ds/fire-emblem-awakening---smash-brethren-2,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
LEGO City Undercover,WIIU,18-Mar-13,8.2,/game/wii-u/lego-city-undercover,['TT Games'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']"
Fire Emblem: Awakening - Smash Brethren 1,3DS,14-Mar-13,,/game/3ds/fire-emblem-awakening---smash-brethren-1,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Lost Bloodlines 3,3DS,14-Mar-13,,/game/3ds/fire-emblem-awakening---lost-bloodlines-3,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - A Hard Miracle,3DS,13-Mar-13,,/game/3ds/fire-emblem-awakening---a-hard-miracle,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Kersploosh!,3DS,7-Mar-13,7,/game/3ds/kersploosh!,['Poisoft'],"['Miscellaneous', 'General', 'General']"
Fire Emblem: Awakening - Lost Bloodlines 2,3DS,7-Mar-13,,/game/3ds/fire-emblem-awakening---lost-bloodlines-2,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Infinite Regalia,3DS,7-Mar-13,,/game/3ds/fire-emblem-awakening---infinite-regalia,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - EXPonential Growth,3DS,28-Feb-13,,/game/3ds/fire-emblem-awakening---exponential-growth,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Irreconcilable Paths,3DS,28-Feb-13,,/game/3ds/fire-emblem-awakening---irreconcilable-paths,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Lost Bloodlines 1,3DS,21-Feb-13,,/game/3ds/fire-emblem-awakening---lost-bloodlines-1,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Wii Street U,WIIU,14-Feb-13,5.9,/game/wii-u/wii-street-u,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
Fire Emblem: Awakening - Champions of Yore 3,3DS,14-Feb-13,,/game/3ds/fire-emblem-awakening---champions-of-yore-3,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - The Golden Gaffe,3DS,14-Feb-13,,/game/3ds/fire-emblem-awakening---the-golden-gaffe,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - The Dead King's Lament,3DS,14-Feb-13,,/game/3ds/fire-emblem-awakening---the-dead-kings-lament,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Brain Age: Concentration Training,3DS,10-Feb-13,7.3,/game/3ds/brain-age-concentration-training,['Nintendo'],"['Edutainment', 'Miscellaneous', 'Edutainment']"
Fire Emblem: Awakening - Champions of Yore 2,3DS,7-Feb-13,,/game/3ds/fire-emblem-awakening---champions-of-yore-2,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening,3DS,4-Feb-13,9.1,/game/3ds/fire-emblem-awakening,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Fire Emblem: Awakening - Champions of Yore 1,3DS,31-Jan-13,,/game/3ds/fire-emblem-awakening---champions-of-yore-1,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Tokyo Crash Mobs,3DS,17-Jan-13,7.4,/game/3ds/tokyo-crash-mobs,['Mitchell'],"['Miscellaneous', 'Puzzle', 'General', 'Puzzle', 'General']"
Chase Mii,WIIU,TBA,,/game/wii-u/chase-mii,['Nintendo'],"['Miscellaneous', 'General']"
Fluidity: Spin Cycle,3DS,27-Dec-12,6.6,/game/3ds/fluidity-spin-cycle,['Curve Studios'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2: Mystery Adventure Pack,3DS,20-Dec-12,7.7,/game/3ds/new-super-mario-bros-2-mystery-adventure-pack,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2: Impossible Pack,3DS,20-Dec-12,7.5,/game/3ds/new-super-mario-bros-2-impossible-pack,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2: Coin Challenge Pack C,3DS,5-Dec-12,7.6,/game/3ds/new-super-mario-bros-2-coin-challenge-pack-c,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2: Platform Panic Pack,3DS,5-Dec-12,7,/game/3ds/new-super-mario-bros-2-platform-panic-pack,['Nintendo'],"['Action', 'Platformer', 'Platformer', '3D', '2D']"
New Super Mario Bros. 2: Gold Classics Pack,3DS,27-Nov-12,7.1,/game/3ds/new-super-mario-bros-2-gold-classics-pack,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Crashmo,3DS,22-Nov-12,8.2,/game/3ds/crashmo,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Action']"
New Super Mario Bros. U,WIIU,18-Nov-12,8,/game/wii-u/new-super-mario-bros-u,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Ninja Gaiden 3: Razor's Edge,WIIU,18-Nov-12,7.5,/game/wii-u/ninja-gaiden-3-razors-edge,['Team Ninja'],"['Action', 'Action Adventure', 'Platformer', 'General', 'Platformer', '3D', '3D']"
SiNG Party,WIIU,18-Nov-12,5.5,/game/wii-u/sing-party,['FreeStyleGames'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Nintendo Land,WIIU,18-Nov-12,7.9,/game/wii-u/nintendo-land,['Nintendo'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Paper Mario: Sticker Star,3DS,11-Nov-12,5.5,/game/3ds/paper-mario-sticker-star,['Intelligent Systems'],"['Action Adventure', 'General', 'Fantasy', 'Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Pokedex 3D Pro,3DS,8-Nov-12,4.3,/game/3ds/pokedex-3d-pro,['Creatures Inc.'],"['Miscellaneous', 'General', 'General', 'Application']"
"Freakyforms Deluxe: Your Creations, Alive!",3DS,5-Nov-12,7.5,/game/3ds/freakyforms-deluxe-your-creations-alive!,"['Asobism', ' Co. ltd.']","['Miscellaneous', 'General', 'General']"
Professor Layton and the Miracle Mask,3DS,28-Oct-12,8.1,/game/3ds/professor-layton-and-the-miracle-mask,['Level 5'],"['Puzzle', 'Miscellaneous', 'Puzzle', 'General', 'Puzzle', 'General']"
New Super Mario Bros. 2: Coin Challenge Pack B,3DS,25-Oct-12,7.1,/game/3ds/new-super-mario-bros-2-coin-challenge-pack-b,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2: Gold Mushroom Pack,3DS,25-Oct-12,7.5,/game/3ds/new-super-mario-bros-2-gold-mushroom-pack,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Style Savvy: Trendsetters,3DS,22-Oct-12,7.6,/game/3ds/style-savvy-trendsetters,['syn Sophia'],"['Simulation', 'Miscellaneous', 'General', 'General', 'Virtual', 'Career']"
Sparkle Snapshots 3D,3DS,18-Oct-12,,/game/3ds/sparkle-snapshots-3d,"['Atlus Co.', ' Atlus']","['Miscellaneous', 'General', 'General']"
Wii Sports/Wii Sports Resort,WII,15-Oct-12,8.8,/game/wii/wii-sportswii-sports-resort,['Nintendo'],"['Miscellaneous', 'Compilation', 'Compilation']"
Pokemon Black Version 2,DS,7-Oct-12,7.8,/game/ds/pokemon-black-version-2,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Pokemon White Version 2,DS,7-Oct-12,7.9,/game/ds/pokemon-white-version-2,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Pokemon Dream Radar,3DS,7-Oct-12,5.7,/game/3ds/pokemon-dream-radar,['Creatures Inc.'],"['Action', 'General', 'Miscellaneous', 'General', 'General']"
New Super Mario Bros. 2: Coin Challenge Pack A,3DS,4-Oct-12,7.9,/game/3ds/new-super-mario-bros-2-coin-challenge-pack-a,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2: Gold Rush Pack,3DS,4-Oct-12,7.3,/game/3ds/new-super-mario-bros-2-gold-rush-pack,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2: Nerve-Wrack Pack,3DS,4-Oct-12,7.5,/game/3ds/new-super-mario-bros-2-nerve-wrack-pack,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Art Academy: Lessons for Everyone,3DS,1-Oct-12,7.6,/game/3ds/art-academy-lessons-for-everyone,"['Nintendo', ' Headstrong Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
Art Academy: Lessons for Everyone,3DS,1-Oct-12,,/game/3ds/art-academy-lessons-for-everyone,"['Nintendo', ' Headstrong Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
Crosswords Plus,3DS,1-Oct-12,7.5,/game/3ds/crosswords-plus,['Nintendo Software Technology'],"['Miscellaneous', 'Puzzle', 'General', 'Puzzle', 'Logic', 'General']"
Inazuma Eleven Strikers,WII,28-Sep-12,8,/game/wii/inazuma-eleven-strikers,['Level 5'],"['Sports', 'General']"
Kirby's Dream Collection: Special Edition,WII,16-Sep-12,8.8,/game/wii/kirbys-dream-collection-special-edition,['HAL Labs'],"['Miscellaneous', 'Compilation', 'Compilation']"
New Super Mario Bros. 2,3DS,19-Aug-12,7.2,/game/3ds/new-super-mario-bros-2,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Project Zero 2: Wii Edition,WII,29-Jun-12,8.6,/game/wii/project-zero-2-wii-edition,['Koei Tecmo Games'],"['Action Adventure', 'Horror']"
